,Title,Studios,Genres,Rank,Completed_count,Year,Anime_id
315,Hoshi no Samidare,,Action|Adventure|Comedy|Drama|Psychological|Seinen,0,0,2022,50891
316,Kuroneko Monroe,,Comedy,0,47,2018,37325
317,Kimi wa Houkago Insomnia,,Slice of Life|School|Seinen,0,0,0,50796
318,Dochamon Junior,,Comedy|Kids,0,81,2015,31746
319,Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,,Sci-Fi|Super Power|Kids,0,91,2016,38129
320,Unicorn no Kyupi,,Fantasy|Kids,0,0,2017,34990
321,Onipan!,Wit Studio,Comedy|Fantasy|Demons,0,0,2022,50955
322,Zhandou Wang Zhi Jufeng Zhan Hun 5,Alpha Animation,Action|Kids,0,35,2018,42468
323,Kkoma Bus Tayo 2,,Cars|Kids,0,121,2011,38071
324,Uchuu Nanchara Kotetsu-kun,Fanworks,Comedy|Space,0,0,2021,42870
325,Kakkou no Iinazuke,SynergySP|Shin-Ei Animation,Comedy|Romance|Harem|Shounen,0,0,2022,48675
326,Shisukon Ouji,,Adventure,0,86,1963,19981
327,Ragna Crimson,,Fantasy|Shounen,0,0,2023,51297
328,Sore Ike! Zukkoke Sannin-gumi,Nippon Animation,Comedy|School|Kids,0,71,2004,11497
329,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,DLE,Comedy|Work Life|Parody,0,45,2021,50141
330,Fan Kai Zhe Yi Ye,,Historical|School|Kids,0,11,2014,47023
331,Bary-san no Shokoku Manyuuki,Kachidoki Studio,Comedy,0,50,2016,36611
332,Pikaia!!,OLM,Drama|Slice of Life|Kids,0,138,2017,34852
333,Karl to Fushigi na Tou,Nippon Animation,Adventure|Fantasy|Mystery|Kids,0,68,2010,9371
334,Seijo no Maryoku wa Bannou Desu 2nd Season,Diomedéa,Fantasy|Romance|Slice of Life,0,0,0,51215
335,Utawarerumono: Futari no Hakuoro,,Action|Drama|Fantasy,0,0,2022,40590
336,Sai Er Hao Season 6: Cangqiong Liehuo,,Kids,0,12,2016,44148
337,Kumichou Musume to Sewagakari,feel.|Gaina,Comedy|Slice of Life,0,0,2022,49776
338,Mannaka no Rikkun@Kin Tele,Sakura Create,Comedy|Seinen,0,32,2019,37560
339,Uchi no Shishou wa Shippo ga Nai,LIDENFILMS,Supernatural|Historical|Seinen,0,0,2022,49533
340,Chibinacs,,Comedy,0,59,2006,32417
341,Mikan Seijin Arawaru,,Comedy,0,39,2016,33946
342,Sai Er Hao Season 2: Sheng Zhe Ni Xi,,Kids,0,16,2013,44144
343,Extreme Hearts,,Sports|Music,0,0,2022,50999
344,Shuimu Youjiao: Xuetang Xilie - Bai Jia Xing,,Kids,0,12,2012,45539
345,Sumiko ,,Comedy|Slice of Life|Kids,0,95,2014,24969
346,Panpaka Pants W-O-New!,DLE,Comedy|Kids,0,77,2016,33002
347,Chuldong! Super Wings 2,,Adventure|Cars|Kids,0,111,2017,38526
348,Waresho! Warera! Shodobutsu Aigo Iinkai,,Comedy,0,58,2019,39978
349,Qicai Shijie,,Kids,0,8,2013,46694
350,Gra-P & Rodeo II,Pie in the sky,Comedy|Music,0,73,2016,33290
351,Inu ni Nattara Suki na Hito ni Hirowareta.,,Comedy|Ecchi,0,0,2023,51265
352,Overlord IV,Madhouse,Action|Fantasy|Supernatural|Game,0,0,2022,48895
353,Jigokuraku,MAPPA,Historical|Shounen,0,0,0,46569
354,Kawaii dake ja Nai Shikimori-san,Doga Kobo,Comedy|Romance|Slice of Life,0,0,2022,45613
355,Catchy-kun no Nice Catch!,DLE,Comedy,0,50,2017,35914
356,Pittanko!! Nekozakana (2020),Studio Comet,Comedy|Kids,0,19,2020,48594
357,Turning Mecard R,,Cars|Game|Mecha|Kids,0,87,2017,37749
358,Power Battle Watch Car Season 2,,Cars|Kids,0,70,2016,38612
359,Robocar Poli 4,,Comedy|Cars|Kids,0,63,2015,42660
360,Zhu Zhu Xia: Jing Su Xiao Yingxiong,,Sci-Fi|Cars|Space|Super Power|Kids,0,71,2019,41635
361,Shin Ninja Tamamaru,,Martial Arts|Kids,0,36,2008,35107
362,Baby-Hamitang,Robot Communications,Kids,0,0,2022,50681
363,Steel Fire Brigade Fire Robo,,Sci-Fi|Mecha|Kids,0,10,2016,48333
364,Pankis! 2-jigen,DLE,Comedy|Music,0,137,2015,28247
365,Egg Car,,Adventure|Comedy|Fantasy|Kids,0,31,2019,40368
366,Ji Jia Shou Shen Zhi Baolie Feiche,Alpha Animation,Action|Adventure|Cars,0,61,2016,42740
367,Teppen!!!!!!!!!!!!!!!,Drive,Comedy|Slice of Life|School,0,0,2022,50760
368,Tori Go! Go!,,Comedy|Slice of Life|Kids,0,11,2006,48346
369,Danchi Tomoo,,Comedy|Seinen,0,128,2013,17703
370,Norakuro-kun,Studio Pierrot,Comedy|Mystery,0,114,1987,16393
371,Chibinacs 2.0,,Comedy,0,63,2007,32418
372,Sore Ike! Sabuibo Mask,DLE,Comedy|Slice of Life,0,43,2016,33188
373,The Legend of Huainanzi 2nd Season,,Adventure|Fantasy|Historical,0,32,2014,31893
374,Reizouko no Tsukenosuke!,,Comedy|Parody|Kids,0,0,2018,38451
375,Little Charo,Spooky graphic,Slice of Life,0,146,2008,13177
376,Pakkororin,,Kids,0,0,2011,38099
377,Nyuru Nyuru!! Kakusen-kun 2nd Season,DLE,Comedy,0,130,2015,30144
378,Do It Yourself!!,Pine Jam,Comedy|Slice of Life,0,0,0,48542
379,Bai Bian Zhu Zhu Xia,,Fantasy|Sci-Fi|Super Power|Kids,0,97,2009,38121
380,Yu☆Gi☆Oh!: Go Rush!!,Bridge,Action|Fantasy|Game,0,0,2022,50607
381,Shounen Santa no Daibouken!,Studio Deen,Adventure|Fantasy|Shounen,0,98,1996,7639
382,Chibinacs 3,,Comedy,0,60,2008,32419
383,Shimajirou Hesoka,The Answer Studio,Adventure|Comedy|Fantasy|Kids,0,97,2010,18939
384,Gene Diver,,Action|Adventure|Fantasy|Sci-Fi|Historical,0,159,1994,4470
385,Mim Mam Mint,Kachidoki Studio,Comedy,0,41,2015,32402
386,Tobidase! Dokan-kun,DLE,Comedy|Mecha,0,48,2011,38571
387,Bbasha Mecard,,Game|Mecha|Kids,0,17,2019,48350
388,Hello Cocomong,,Music|Kids,0,63,2010,37942
389,Shounen Ashibe 2,Life Work,Comedy|Slice of Life,0,128,1992,8832
390,Arknights: Reimei Zensou,Yostar Pictures,Action|Fantasy,0,0,0,50205
391,Tetsujin 28-gou Gao!,Eiken,Slice of Life|Mecha,0,85,2013,19445
392,Hanitarou Desu.,Toei Animation,Comedy|Slice of Life,0,59,1997,34831
393,Dotanba no Manners,Eiken,Comedy|Slice of Life,0,135,1984,20077
394,Kedama no Gonjirou,OLM|Wit Studio,Action|Adventure|Comedy|Fantasy|Shounen,0,57,2019,39040
395,Little Charo: Touhoku-hen,Spooky graphic,Kids,0,73,2012,13465
396,Hula Kappa,Office AO,Comedy,0,97,2006,3414
397,Cardfight!! Vanguard: Will+Dress,,Comedy|Game,0,0,2022,49819
398,Dochamon Junior 2,Calf Studio,Comedy|Kids,0,39,2016,34207
399,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,,Comedy|Romance,0,0,2022,43470
400,Otome Game Sekai wa Mob ni Kibishii Sekai desu,ENGI,Fantasy|Romance|Harem|School,0,0,2022,50461
401,Puu-Neko,DLE,Comedy,0,163,2011,10459
402,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden  Final Season - Asaki Yume no Akatsuki,,Drama|Suspense|Psychological,0,0,2022,49291
403,NieR:Automata,,Action,0,0,0,51105
404,Kungya Kungya,,Fantasy|Kids,0,13,2006,48338
405,Yama no Susume: Next Summit,8bit,Adventure|Comedy|Slice of Life,0,0,2022,48491
406,Haruniwa Ie no 3 Nin-me,Toei Animation,Comedy|Slice of Life|Supernatural,0,57,1998,34841
407,Tokyo Mew Mew New ♡,Yumeta Company|Graphinica,Comedy|Fantasy|Romance|Sci-Fi|Shoujo,0,0,2022,41589
408,Narara Superboard,,Action|Adventure|Comedy,0,116,1990,32136
409,Spy x Family Part 2,,Action|Comedy|Shounen,0,0,0,50602
410,Shishou Series,Pierrot Plus,Horror|Supernatural|School|Seinen,0,0,0,30223
411,Kaeru Ouji to Imomushi Henry,,Comedy|Fantasy,0,46,2018,38010
412,Lalala Lala-chan: Lala to Mainichi,,Adventure|Fantasy|Kids,0,51,2018,37472
413,Kijeu CSI,,Adventure|Mystery|Kids,0,12,2012,48342
414,CoCO & NiCO,Kachidoki Studio,Comedy|Kids,0,74,2016,32944
415,Musashino!,A-Real,Comedy|Slice of Life|School,0,0,0,35335
416,Panda no Taputapu,Kachidoki Studio,Kids,0,51,2012,13463
417,Mirai Kara Kita Shounen Super Jetter,,Action|Comedy|Sci-Fi|Super Power,0,139,1965,16159
418,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ajia-Do,Fantasy|Slice of Life,0,0,2022,42429
419,Elec-king The Animation,,Comedy|Seinen,0,88,2007,3243
420,Momotarou Densetsu,Knack Productions,Adventure|Comedy,0,153,1989,11533
421,Taeko no Nichijou 2nd Season,DLE,Slice of Life,0,35,2020,42090
422,Vinland Saga Season 2,,Action|Adventure|Drama|Historical|Seinen,0,0,0,49387
423,Dr. Stone 3rd Season,,Adventure|Comedy|Sci-Fi|Shounen,0,0,2023,48549
424,Mukashi Keibanashi 2nd Season,,Comedy|Fantasy|Sports|Parody,0,53,2020,41951
425,Guru Guru Town Hanamaru-kun,Studio Pierrot,Kids,0,130,1999,8195
426,Wo Wei Ge Kuang,,Music,0,82,2001,9948
427,Scarecrowman,TMS Entertainment,Fantasy|Kids,0,101,2008,4684
428,Pikachin-Kit,OLM|Shin-Ei Animation,Comedy|Sci-Fi|Kids,0,66,2018,36552
429,Buta no Liver wa Kanetsu Shiro,,Comedy|Fantasy,0,0,0,50583
430,Chikasugi Idol Akae-chan,DLE,Comedy|Game|Parody,0,95,2014,22755
431,Pururun! Shizuku-chan,TMS Entertainment,Comedy|Kids,0,95,2006,9426
432,Nikoniko♪Connie-chan,,Kids,0,37,2009,34182
433,Get Up! Get Live! #Geragera,Spell Bound,Comedy|Slice of Life,0,125,2020,41807
434,Taekwon-wang Gang Taepung,,Sports|Martial Arts|School,0,25,2000,48347
435,Malta no Bouken Season 3,,Adventure|Kids,0,29,2017,38166
436,Made in Abyss: Retsujitsu no Ougonkyou,,Adventure|Drama|Fantasy|Mystery|Sci-Fi,0,0,2022,41084
437,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou 2nd Season",SILVER LINK.,Fantasy|School,0,0,0,48417
438,Kage no Jitsuryokusha ni Naritakute!,Nexus,Action|Comedy|Fantasy,0,0,2022,48316
439,Kimi to Fit Boxing,Imagineer|Story Effect,Sports,0,85,2021,49664
440,Dance Dance Danseur,MAPPA,Drama|Seinen,0,0,2022,48702
441,Yowamushi Pedal: Limit Break,TMS Entertainment,Comedy|Drama|Sports|Shounen,0,0,2022,50552
442,Deaimon,Encourage Films,Gourmet|Slice of Life|Seinen,0,0,2022,48779
443,Gozonji! Gekkou Kamen-kun,Actas|TMS Entertainment,Comedy|Sci-Fi|Parody,0,152,1999,5477
444,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,Pie in the sky,Parody,0,65,2020,42482
445,Konu to Tanoshii Otomodachi,,Slice of Life|Kids,0,0,2021,50142
446,Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,Studio 4°C,Comedy|Parody|Super Power,0,69,2017,34456
447,Zhu Zhu Xia: Chao Xing Meng Chong,,Sci-Fi|Super Power|Kids,0,100,2017,38131
448,Ninja Tamamaru,,Martial Arts|Kids,0,42,2008,35106
449,Jam the Housnail,,Adventure|Kids,0,93,1996,29367
450,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Project No.9,Comedy|Romance,0,0,0,50739
451,Shadows House 2nd Season,,Slice of Life|Supernatural|Seinen,0,0,2022,49782
452,Golden Kamuy 4th Season,Brain's Base,Action|Adventure|Historical|Seinen,0,0,0,50528
453,Oi! Ryouma,Animation 21,Adventure|Drama|Historical,0,135,1992,8415
454,Jeong-geul-eseo Sal-anamgi: Maru Adventure,,Adventure|Kids,0,10,2015,48321
455,Yatogame-chan Kansatsu Nikki 4th Season,Creators in Pack|Hayabusa Film,Comedy|Slice of Life|School|Shounen,0,0,2022,50438
456,Magical Hat,Studio Pierrot,Adventure|Comedy|Fantasy|Kids,0,123,1989,15915
457,Himitsukessha Taka no Tsume DO,DLE,Comedy|Parody|Super Power,0,107,2015,30470
458,Porong Porong Pororo 6,,Kids,0,122,2016,36530
459,Taikong Lixianji,,Action|Sci-Fi|Mecha|Kids,0,62,2010,35138
460,Panpaka Pants,DLE,Comedy|Kids,0,71,2008,32842
461,Me & My Robot,,Comedy|Sci-Fi|School|Kids,0,11,2013,48208
462,PePePePengiin,DLE,Comedy,0,118,2016,34156
463,Funassyi no Funafunafuna Biyori,Asahi Production,Comedy|Slice of Life|Kids,0,88,2015,30342
464,C Danchi,Akatsuki,Horror,0,0,0,51306
465,Kaijuu Sakaba Kanpai!,DLE,Comedy|Supernatural,0,142,2015,30777
466,Harimogu Harry,,Kids,0,103,1996,9807
467,Yakyuubu Aruaru,,Sports,0,108,2015,31177
468,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,Staple Entertainment,Fantasy|School|Shounen,0,0,2022,51213
469,Spy x Family,Wit Studio|CloverWorks,Action|Comedy|Shounen,0,0,2022,50265
470,Coral no Tanken,,Adventure|Music|Kids,0,81,1979,32630
471,Sylvanian Families: Mini Story,,Slice of Life|Kids,0,87,2017,36265
472,Mukashi Keibanashi,DLE,Comedy|Fantasy|Sports|Parody,0,65,2019,40832
473,Taoleujima Beoseuteo,,Comedy|Mecha|Kids,0,11,2017,48344
474,Kemy Tamheomdae,,Adventure|Kids,0,43,2016,34667
475,Eiyuu Kyoushitsu,,Action|Fantasy|School,0,0,0,49894
476,Hoshi no Shima no Nyanko,Animation Planet,Adventure|Slice of Life,0,45,2018,38147
477,Bug tte Honey,Tokyo Movie Shinsha,Adventure|Comedy,0,140,1986,10210
478,Ranpou,,Comedy|Parody|School,0,89,1984,16526
479,Kunoichi Tsubaki no Mune no Uchi,CloverWorks,Comedy|Shounen,0,0,2022,50338
480,Tokyo Revengers: Seiya Kessen-hen,,Action|Drama|Supernatural|School|Shounen,0,0,0,50608
481,Taikong Xiha Zu,,Adventure|Comedy|Fantasy|Sci-Fi,0,8,2004,48260
482,Tobidase! Machine Hiryuu,Toei Animation|Tatsunoko Production,Comedy|Cars|Parody|Shounen,0,129,1977,20125
483,Kyouryuu Wakusei,,Adventure|Fantasy|Sci-Fi|Historical,0,133,1993,7681
484,Akita Kenritsu Iburi Gakkou Chuutou-bu,,Comedy,0,26,2017,35226
485,Nyanpuku Nyaruma,Kachidoki Studio,Comedy,0,43,2014,24403
486,Ohayou! Kokekkou-san,TMS Entertainment|TOCSIS,Comedy|Kids,0,38,2016,34234
487,Gunjou no Fanfare,Lay-duce,Sports,0,0,2022,49691
488,Wonder Balls,,Comedy|Kids,0,14,2014,48303
489,Tokyo Gambo,Jumonji,Slice of Life,0,0,0,44056
490,Wala! Pyeon-uijeom The Animation,,Slice of Life,0,101,2009,17106
491,Chiikawa,Doga Kobo,Comedy|Seinen,0,0,2022,50250
492,Gatapishi,Shin-Ei Animation,Comedy|Slice of Life,0,147,1990,20243
493,Shounen Ashibe ,Life Work,Comedy|Slice of Life,0,156,1991,8829
494,Koi wa Sekai Seifuku no Ato de,Project No.9,Comedy|Romance|Shounen,0,0,2022,48643
495,Kingdom 4th Season,,Action|Historical|Military|Seinen,0,0,2022,50160
496,Ooya-san to Boku,Fanworks,Slice of Life,0,61,2020,41349
497,"Benriya Saitou-san, Isekai ni Iku",,Adventure|Comedy|Fantasy,0,0,0,50854
498,Under Ninja,,Action|Comedy|Drama|Slice of Life|Seinen,0,0,0,49766
499,Kabushiki Kaisha Zoo,,Comedy|Kids,0,49,2010,29748
500,Gohan Kaijuu Pap,DLE,Action|Comedy|Kids,0,0,2011,22669
501,Lan Mao,,Adventure|Comedy,0,140,1999,9947
502,Hatara Kids Mai Ham Gumi,Toei Animation,Action|Kids,0,139,2007,3251
503,Deban Desu Yo! Onigirizu,Production Reed,Comedy,0,105,2015,30893
504,Doteraman,Tatsunoko Production,Comedy|Sci-Fi,0,108,1986,20083
505,Bite-Choicar,,Cars|Kids,0,0,2020,41638
506,Duel Masters King MAX,Brain's Base|Shogakukan Music & Digital Entertainment,Action|Adventure|Comedy|Fantasy|Kids,0,0,2022,51037
507,Little Charo 4: Eigo de Aruku New York,Spooky graphic,Adventure|Kids,0,44,2013,35476
508,Zhu Zhu Xia: Guang Ming Shou Wei Zhe,,Sci-Fi|Super Power|Kids,0,92,2016,38128
509,Little Charo 2,,Slice of Life,0,110,2010,13179
510,Neko no Robu,Kachidoki Studio,Comedy|Slice of Life,0,0,2017,35478
511,Robocar Poli 2,,Cars|Police|Kids,0,160,2011,32221
512,Wonder Balls Season 2,,Comedy|Kids,0,14,2019,49071
513,Tsuki ga Michibiku Isekai Douchuu 2nd Season,,Action|Adventure|Comedy|Fantasy,0,0,0,49889
514,Goblin Slayer 2nd Season,,Action|Adventure|Fantasy,0,0,0,47160
515,Shine Post,Studio Kai,Slice of Life|Music,0,0,2022,50221
516,Stone Age,,Fantasy|Kids,0,66,2017,36657
517,Kotori Samba,,Comedy|Music,0,96,2015,31239
518,Sai Er Hao Season 7: Yuzhou Zhi Yan,,Kids,0,11,2016,44149
519,"Kanojo, Okarishimasu 2nd Season",TMS Entertainment,Comedy|Romance|School|Shounen,0,0,2022,42963
520,Fumetsu no Anata e 2nd Season,,Adventure|Drama|Supernatural|Shounen,0,0,2022,49709
521,Ao Ashi,Production I.G,Sports|Seinen,0,0,2022,49052
522,Shuimu Juchang Xi You Ji,,Fantasy|Kids,0,12,2010,45540
523,Yousei Chii-tan☆,,Slice of Life|Kids,0,0,0,39110
524,Fuku-chan,Shin-Ei Animation,Slice of Life|Kids,0,91,1982,23973
525,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,Fanworks,Action|Comedy|Game|Kids,0,127,2014,23511
526,Kwaegeol Longman Narongi,,Adventure|Kids,0,66,2006,19325
527,Birdie Wing: Golf Girls' Story,Bandai Namco Pictures,Sports,0,0,2022,50248
528,Olga no Russia Gokouza,DLE,Comedy|Slice of Life,0,50,2007,41114
529,Kirin the Noop,,Adventure,0,0,2014,35694
530,Wa Wa Wa Wappi-chan,,Kids,0,63,2006,33083
531,Kyou mo Tsuno ga Aru,MMDGP,Comedy,0,43,2019,39003
532,Seiken Gakuin no Makentsukai,,Action|Fantasy|School,0,0,0,50184
533,Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season,,Drama|Fantasy|Ecchi,0,0,0,51179
534,Pururun! Shizuku-chan Aha,TMS Entertainment,Comedy|Kids,0,77,2007,9533
535,Lalalacoco,Studio Comet,Comedy|Slice of Life|Kids,0,28,2020,40953
536,Leonardo Hakase to Kirin-mura no Nakama-tachi ,,Comedy|Kids,0,29,2008,41159
537,Zero Tester,Sunrise,Action|Adventure|Sci-Fi|Mecha,0,178,1973,9520
538,Kimoshiba,TMS Entertainment|Jinnis Animation Studios,Comedy|Horror|Supernatural|Kids,0,68,2016,34233
539,Leonardo Hakase to Kirin-mura no Nakama desho,,Comedy|Kids,0,22,2008,41160
540,Turuturutu Narongi,,Adventure|Kids,0,58,2004,19311
541,Ba La La Xiao Mo Xian Zhi: Mofa Hai Ying Bao,,Comedy,0,71,2018,40249
542,Zombie Dumb,,Comedy|Supernatural|Kids,0,17,2016,48323
543,Tatakae! Dokan-kun: Gekitou-kun,DLE,Comedy|Mecha,0,41,2008,38569
544,Ju Bing Chang Cheng Zhuan,2:10 AM Animation,Action|Adventure|Fantasy|Demons|Kids,0,50,2019,39679
545,Fuusen no Doratarou,Nippon Animation,Kids,0,94,1981,5594
546,Neko Neko Nihonshi 3rd Season,Joker Films,Historical|Parody|Samurai|Kids,0,148,2018,37369
547,"Letchu, Getchu, Saru Getchu",,Comedy,0,146,2002,31054
548,Marude Dameo,Studio Pierrot,Comedy|Sci-Fi|Shounen,0,91,1991,19873
549,Ore wa Chokkaku,Studio Pierrot,Comedy,0,107,1991,19831
550,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,,Slice of Life|Music|School,0,0,2022,48916
551,Gra-P & Rodeo,Pie in the sky,Comedy|Music,0,92,2014,27521
552,Tatakae! Dokan-kun: Robolympic-hen,DLE,Comedy|Mecha,0,40,2008,38570
553,Yuhuwa Chingudeul,,Kids,0,56,2009,36167
554,Zhu Zhu Xia: Bai Bian Lian Meng,,Sci-Fi|Super Power|Kids,0,102,2015,38126
555,Na Sa Er Ding,,Adventure|Fantasy|Demons,0,88,2014,33599
556,Neko Enikki,Kachidoki Studio,Comedy|Slice of Life,0,53,2015,31361
557,Ninpen Manmaru,Shin-Ei Animation,Comedy|Samurai|Shounen,0,114,1997,9455
558,Akachan Honbuchou 2nd Season,Tomovies,Comedy|Work Life|Seinen,0,18,2022,51132
559,Uzumaki,Drive,Avant Garde|Drama|Horror|Romance|Supernatural|Psychological|Seinen,0,0,2022,40333
560,Lalalacoco II,Studio Comet,Comedy|Slice of Life|Kids,0,15,2020,42179
561,Urikupen Kyuujo-tai,Tatsunoko Production,Adventure|Comedy|Kids,0,141,1974,4598
562,B Rappers Street,Pie in the sky,Comedy|Music,0,69,2019,39031
563,Eily wa Ou-sama!,,Comedy|Fantasy,0,38,2019,40487
564,Nano Invaders,,Action|Adventure|Super Power|Shounen,0,126,2014,27943
565,Cholong-iui Yesnal-Yeohaeng,,Fantasy|Historical|Kids,0,12,1993,48327
566,Neko Neko Nihonshi 4th Season,,Historical|Parody|Samurai|Kids,0,64,2019,39356
567,Mamahaha no Tsurego ga Motokano datta,,Comedy|Romance,0,0,2022,49470
568,Spy Kyoushitsu,feel.,Action|Comedy|Mystery|Romance,0,0,0,51252
569,Muv-Luv Alternative 2nd Season,,Action|Drama|Sci-Fi|Mecha|Military,0,0,2022,50638
570,Onmyou Hyakki Monogatari,,Supernatural|Demons|Historical,0,0,0,40652
571,Cap Kakumei Bottleman DX,Gaina,Action|Game|Kids,0,0,2022,51155
572,Kick Off 2002,,Sports,0,98,2002,7525
573,Jimoto ga Japan,Oddjob,Comedy|Slice of Life|Shounen,0,76,2019,38881
574,Blue Lock,8bit,Sports|Shounen,0,0,2022,49596
575,Neko no Dayan,Kachidoki Studio,Kids,0,102,2014,23555
576,Monchhichiisu,,Kids,0,60,2012,31924
577,Hulaing Babies Petit,Fukushima Gaina,Comedy|Slice of Life,0,136,2020,40758
578,Dokachin,Tatsunoko Production,Comedy|Kids,0,77,1968,15957
579,Kung Fu Gonglyong Suhodae,,Fantasy|Martial Arts|Kids,0,17,2009,48339
580,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,Studio Deen,Fantasy|Slice of Life,0,142,2018,37328
581,Arms Rally,Iyasakadou Film,Adventure|Sports|Cars|Military,0,72,2007,41115
582,Iii Icecrin,Shin-Ei Animation,Kids,0,83,2021,44848
583,Ketsuinu,Toei Animation,Comedy,0,95,2010,8353
584,Seirei Gensouki 2nd Season,,Action|Adventure|Drama|Fantasy|Romance|Harem,0,0,0,50306
585,"Yuusha, Yamemasu",EMT Squared,Action|Adventure|Comedy|Fantasy,0,0,2022,50175
586,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e  2nd Season,,Drama|Psychological|School,0,0,2022,51096
587,Shadowverse Flame,Zexcs,Fantasy|Game,0,0,2022,50060
588,Garugaku. II: Lucky Stars,OLM,Music|School,0,0,2022,50495
589,What's Michael? ,Daume,Comedy,0,155,1988,12039
590,Mou Ippon!,,Slice of Life|Sports|Martial Arts|Shounen,0,0,0,49376
591,Shikaru Neko,,Slice of Life,0,0,0,48442
592,Peter Grill to Kenja no Jikan 2nd Season,,Comedy|Fantasy|Ecchi|Harem,0,0,0,50348
593,Onigiri ni Naritai Cogimyun,,Fantasy|School|Kids,0,0,2020,41276
594,Robocar Poli 3,,Comedy|Cars|Kids,0,68,2014,42654
595,Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,OLM,Fantasy|Slice of Life|Kids,0,94,2018,37978
596,Bbasha Mecard S,,Game|Mecha|Kids,0,19,2019,48762
597,"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",Studio 4°C,Comedy|Parody|Super Power,0,52,2018,37054
598,Aqua Kids,,Adventure|Kids,0,87,2004,34249
599,Lalala Lala-chan: Patapata Daisensou,Usagi Ou,Adventure|Fantasy|Kids,0,68,2016,36551
600,Tantan Xiao Dongyuan,,Kids,0,14,2010,46706
601,Binfen Baobao,,Adventure|Kids,0,12,2011,45525
602,Paboo & Mojies,Dongwoo A&E,Kids,0,53,2012,13165
603,Date A Live IV,GEEK TOYS,Comedy|Romance|Sci-Fi|Harem|Mecha|School,0,0,2022,41461
604,Pretty All Friends Selection,,Comedy|Slice of Life|Music|Shoujo,0,102,2021,48859
605,Shin Tennis no Ouji-sama: U-17 World Cup,M.S.C|Studio Kai,Action|Comedy|Sports|Shounen,0,0,2022,50099
606,Yume wo Kanaeru Zou,Studio Deen,Comedy,0,95,2009,5841
607,Carino Coni,,Fantasy|Kids,0,116,2014,23721
608,Okojo to Yamane,Kachidoki Studio,Comedy|Slice of Life,0,54,2018,37780
609,Xiong Chumo: Tanxian Riji,,Adventure|Comedy|Kids,0,89,2017,37102
610,Keito no Yousei: Knit to Wool,,Fantasy|Kids,0,0,2015,35695
611,Kuaile Tuo Mo Ta,,Comedy|Slice of Life|Kids,0,12,2010,45517
612,Tian Xin Ge Ge 2nd Season,Puzzle Animation Studio Limited,Comedy|Historical|Kids,0,100,2012,33753
613,Ousama Monogatari,,Adventure|Kids,0,27,2007,29399
614,Ad Lib Anime Kenkyuujo,,Comedy,0,173,2011,11541
615,Mono-darake!,,Kids,0,33,2014,35699
616,Minna Atsumare! Falcom Gakuen 3rd Season,,Comedy|Parody|School|Seinen,0,0,0,31445
617,Hoshi Shinichi Short Short,Echoes,Comedy|Sci-Fi,0,70,2007,8191
618,Kyuuketsuki Sugu Shinu 2nd Season,Madhouse,Comedy|Supernatural|Vampire|Shounen,0,0,0,50287
619,Niehime to Kemono no Ou,,Fantasy|Romance|Shoujo,0,0,0,46422
620,Tama & Friends: Sagase! Mahou no Punipuni Stone,Group TAC|Dongwoo A&E,Adventure|Comedy|Kids,0,35,2006,49555
621,Mahou Shoujo Magical Destroyers,Bibury Animation Studios,Action|Fantasy,0,0,0,48981
622,Geo Mecha: Captain Dino,,Action|Sci-Fi|Mecha|Kids,0,11,2017,49070
623,I Love Me,,Kids,0,0,2022,51154
624,Hakken Taiken Daisuki! Shimajirou,,Adventure|Comedy|Fantasy|Kids,0,133,2008,18937
625,Papan Ga Panda!,,Music|Kids,0,0,2012,35962
626,Kimoshiba 2,Jinnis Animation Studios,Comedy|Horror|Supernatural|Kids,0,61,2017,36003
627,Hello Cocomong 2,,Music|Kids,0,54,2014,37944
628,Naengjang-go Nala Cocomong,,Kids,0,54,2008,37941
629,Xin Hulu Xiongdi,Shanghai Animation Film Studio,Kids,0,10,2016,43611
630,Kaginado Season 2,,Comedy|Slice of Life,0,0,2022,50685
631,Xiong Chumo: Xiongxiong Leyuan,,Adventure|Comedy|Kids,0,89,2017,37101
